"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Gladsaxe";2.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Glostrup";2.1
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Herlev";24.9
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Hvidovre";16.4
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Høje-Taastrup";658.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Ishøj";469.1
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Lyngby-Taarbæk";39.9
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Rødovre";1.4
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Vallensbæk";37.4
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Allerød";881.8
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Egedal";1421.0
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Fredensborg";1097.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Frederikssund";3105.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Furesø";219.5
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Gribskov";2815.3
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Halsnæs";1239.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Helsingør";575.4
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Hillerød";1743.9
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Hørsholm";238.0
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Rudersdal";151.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Bornholm";8792.3
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Christiansø";0.0
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Region Sjælland";5666.8
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Greve";489.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Køge";2319.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Lejre";5397.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Roskilde";1330.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Solrød";985.0
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Faxe";6974.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Guldborgsund";10168.5
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Holbæk";5318.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Kalundborg";7678.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Lolland";15981.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Næstved";5355.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Odsherred";5797.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Ringsted";5494.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Slagelse";4822.1
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Sorø";6015.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Stevns";8142.5
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Vordingborg";8787.5
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Region Syddanmark";6333.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Assens";8113.8
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Faaborg-Midtfyn";7856.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Kerteminde";5977.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Langeland";15942.5
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Middelfart";4908.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Nordfyns";10927.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Nyborg";5788.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Odense";676.8
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Svendborg";4471.9
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Ærø";9984.0
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Billund";11408.1
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Esbjerg";4353.8
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Fanø";1109.5
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Fredericia";1207.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Haderslev";9945.4
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Kolding";4235.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Sønderborg";4445.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Tønder";21845.8
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Varde";13675.9
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Vejen";13127.8
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Vejle";5448.5
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Aabenraa";10562.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Region Midtjylland";5948.5
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Favrskov";7233.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Hedensted";7993.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Horsens";3379.8
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Norddjurs";11493.9
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Odder";6959.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Randers";5155.0
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Samsø";20488.3
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Silkeborg";4328.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Skanderborg";3825.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Syddjurs";8880.1
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Aarhus";693.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Herning";8795.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Holstebro";8104.0
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Ikast-Brande";9646.9
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Lemvig";15624.1
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Ringkøbing-Skjern";15889.4
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Skive";9934.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Struer";8340.0
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Viborg";8546.7
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Region Nordjylland";7934.1
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Brønderslev";12127.4
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Frederikshavn";5169.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Hjørring";8921.9
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Jammerbugt";12650.3
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Læsø";14580.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Mariagerfjord";10230.6
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Morsø";13054.4
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Rebild";13660.1
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Thisted";11967.2
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Vesthimmerlands";13868.9
"Kvadratmeter (m2) pr. indbygger";"Landbrugsafgrøder";"Aalborg";3160.3
"Kvadratmeter (m2) pr. indbygger";"Korn, rodfrugter og andre midlertidige afgrøder";"Hele landet";4093.9
